Relation,relation_text,document
Abbreviation_of,"B-Abbreviation of SPSS, B-Application of Statistical Package for the Social Sciences",451.0
Developer_of,"B-Developer of IBM Corp, B-Application of Statistical Package for the Social Sciences",451.0
no_relation,"O of O, O of O",452.0
Citation_of,"B-Citation of [75], B-Application of mrsFAST",453.0
Version_of,"B-Version of 3.0, B-Application of PhyML",454.0
Citation_of,"B-Citation of [39], B-Application of PhyML",454.0
Version_of,"B-Version of 20.0, B-Application of Statistical Package for Social Sciences",455.0
Abbreviation_of,"B-Abbreviation of SPSS, B-Application of Statistical Package for Social Sciences",455.0
Version_of,"B-Version of 20, B-Application of Statistical Package for Social Sciences",456.0
Abbreviation_of,"B-Abbreviation of SPSS, B-Application of Statistical Package for Social Sciences",456.0
Version_of,"B-Version of 4.1, B-Application of MEGA",457.0
Citation_of,"B-Citation of [44], B-Application of MEGA",457.0
Version_of,"B-Version of 21, B-Application of SPSS",458.0
Developer_of,"B-Developer of SPSS Inc, B-Application of SPSS",459.0
Version_of,"B-Version of 17, B-Application of SPSS",459.0
Version_of,"B-Version of 6, B-Application of Epi Info",459.0
no_relation,"O of O, O of O",460.0
no_relation,"O of O, O of O",461.0
AlternativeName_of,"B-AlternativeName of Vicariance Inference Program, B-Application of VIP",462.0
Citation_of,"B-Citation of [63], B-Application of VIP",462.0
Version_of,"B-Version of 5, B-Application of FSL",463.0
URL_of,"B-URL of http://fsl.fmrib.ox.ac.uk/fsl, B-Application of FSL",463.0
Version_of,"B-Version of 42.2, B-OperatingSystem of OpenSUSE",464.0
Version_of,"B-Version of 13.2, B-OperatingSystem of OpenSUSE",464.0
Version_of,"B-Version of 6.9, B-OperatingSystem of RHEL",464.0
Version_of,"B-Version of 7.4, B-OperatingSystem of RHEL",464.0
PlugIn_of,"B-PlugIn of H2O R interface, B-ProgrammingEnvironment of R",465.0
Citation_of,"B-Citation of [34], B-ProgrammingEnvironment of R",465.0
Version_of,"B-Version of 3.8.2.2, B-PlugIn of H2O R interface",465.0
Citation_of,"B-Citation of [35], B-PlugIn of H2O R interface",465.0
no_relation,"B-Application of O, B-Application of O",466.0
Version_of,"B-Version of 5.0.1, B-Application of ImagePro +",467.0
Developer_of,"B-Developer of Media Cybernetics, B-Application of ImagePro +",467.0
Version_of,"B-Version of 2.0, B-Application of Comprehensive Meta - Analysis",468.0
Developer_of,"B-Developer of Biostat, B-Application of Comprehensive Meta - Analysis",468.0
Release_of,"B-Release of 2007, B-Application of Excel",469.0
Version_of,"B-Version of 17.0, B-Application of SPSS",469.0
Version_of,"B-Version of 9.1.3, B-Application of SAS",470.0
Developer_of,"B-Developer of SAS Institute , Inc ., B-Application of SAS",470.0
Citation_of,"B-Citation of [61], B-Application of convert",471.0
Version_of,"B-Version of 16, B-Application of Minitab",472.0
Developer_of,"B-Developer of Minitab Ltd, B-Application of Minitab",472.0
Version_of,"B-Version of 16.0, B-Application of Statistical Package for Social Sciences",473.0
Developer_of,"B-Developer of SPSS Inc ., B-Application of Statistical Package for Social Sciences",473.0
Developer_of,"B-Developer of Microsoft Corporation, B-Application of Excel",474.0
Version_of,"B-Version of 11, B-Application of Stata",474.0
Developer_of,"B-Developer of StataCorp Corporation, B-Application of Stata",474.0
Release_of,"B-Release of 2007, B-Application of Excel",474.0
Version_of,"B-Version of 18.0, B-Application of Statistical Package for the Social Sciences",475.0
Developer_of,"B-Developer of SPSS Inc, B-Application of Statistical Package for the Social Sciences",475.0
Version_of,"B-Version of 17.0, B-Application of SPSS",476.0
Developer_of,"B-Developer of SPSS Inc ., B-Application of SPSS",476.0
Version_of,"B-Version of 9.1, B-Application of SAS",477.0
Developer_of,"B-Developer of SAS Institute Inc ., B-Application of SAS",477.0
Citation_of,"B-Citation of [23], B-Application of MapWin",478.0
no_relation,"O of O, O of O",479.0
no_relation,"O of O, O of O",480.0
Developer_of,"B-Developer of SAS Institute, B-Application of SAS",481.0
Version_of,"B-Version of 9.3, B-Application of SAS",481.0
Developer_of,"B-Developer of SAS Institute , Inc ., B-Application of SAS",482.0
Version_of,"B-Version of 9.3, B-Application of SAS",482.0
Version_of,"B-Version of 19.0, B-Application of SPSS",483.0
Developer_of,"B-Developer of IBM Corp ., B-Application of SPSS",483.0
Developer_of,"B-Developer of IBM Corp ., B-Application of SPSS",483.0
URL_of,"B-URL of http://www.fil.ion.ucl.ac.uk/spm, B-Application of SPM",484.0
Version_of,"B-Version of 8, B-Application of SPM",484.0
License_of,"B-License of GPL, B-PlugIn of dcGOR",485.0
Version_of,"B-Version of 2, B-License of GPL",485.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",486.0
Version_of,"B-Version of 22.0, B-Application of SPSS Statistics",486.0
Citation_of,"B-Citation of [24], B-PlugIn of cutadapt",487.0
Citation_of,"B-Citation of [25], B-Application of sickle",487.0
Version_of,"B-Version of 7.1, B-Application of Statistica",488.0
Developer_of,"B-Developer of Stat Soft Inc, B-Application of Statistica",488.0
no_relation,"O of O, O of O",489.0
Version_of,"B-Version of 21, B-Application of SPSS",490.0
Developer_of,"B-Developer of IBM, B-Application of SPSS",490.0
Citation_of,"B-Citation of [49], B-Application of CIMSiM",491.0
Citation_of,"B-Citation of [16], B-Application of Skeeter Buster",491.0
Version_of,"B-Version of 18.0, B-Application of SPSS Statistics",492.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",492.0
Citation_of,"B-Citation of [90], B-Application of Stata",493.0
Version_of,"B-Version of 15.0, B-Application of Stata",493.0
Citation_of,"B-Citation of [27], B-PlugIn of Epi",494.0
PlugIn_of,"B-PlugIn of Epi, B-ProgrammingEnvironment of R",494.0
Extension_of,"B-Extension of SE, B-Application of STATA",495.0
Version_of,"B-Version of 12.0, B-Application of STATA",495.0
Developer_of,"B-Developer of STATA Corporation, B-Application of STATA",495.0
Citation_of,"B-Citation of [32], B-ProgrammingEnvironment of R",496.0
PlugIn_of,"B-PlugIn of bnlearn, B-ProgrammingEnvironment of R",496.0
Developer_of,"B-Developer of Adobe Systems Inc ., B-Application of Photoshop",497.0
Version_of,"B-Version of CS 2, B-Application of Photoshop",497.0
Developer_of,"B-Developer of Adobe Systems Inc ., B-Application of Photoshop",497.0
URL_of,"B-URL of http://sites.google.com/site/neuromapsoftware, B-Application of NeuroMap",498.0
License_of,"B-License of GNU General Public License, B-Application of NeuroMap",498.0
Abbreviation_of,"B-Abbreviation of GPL, B-License of GNU General Public License",498.0
Developer_of,"B-Developer of Molmine, B-Application of J - Express",499.0
Citation_of,"B-Citation of [16], B-Application of J - Express",499.0
Developer_of,"B-Developer of Graphad Software, B-Application of prism",500.0
Developer_of,"B-Developer of Graphpad Software, B-Application of prism",500.0
Version_of,"B-Version of 7.01, B-Application of prism",500.0
PlugIn_of,"B-PlugIn of NIRS _ SPM, B-ProgrammingEnvironment of MATLAB",501.0
Citation_of,"B-Citation of [40], B-PlugIn of NIRS _ SPM",501.0
Developer_of,"B-Developer of Mathworks, B-ProgrammingEnvironment of MATLAB",501.0
Version_of,"B-Version of 9.4, B-Application of SAS",502.0
Version_of,"B-Version of 20, B-Application of SPSS",502.0
Version_of,"B-Version of 17.0, B-Application of SPSS",503.0
Developer_of,"B-Developer of IBM, B-Application of SPSS",503.0
Version_of,"B-Version of 6.1, B-Application of Mplus",503.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",504.0
Version_of,"B-Version of 24, B-Application of SPSS Statistics",504.0
Citation_of,"B-Citation of [43], B-Application of GENECOUNTING",505.0
Version_of,"B-Version of 2.2, B-Application of GENECOUNTING",505.0
Developer_of,"B-Developer of Andrew F . Hayes, B-PlugIn of PROCESS",506.0
PlugIn_of,"B-PlugIn of PROCESS, B-Application of SPSS",506.0
Citation_of,"B-Citation of [38], B-PlugIn of PROCESS",506.0
Version_of,"B-Version of 11.1, B-Application of STATA",507.0
Developer_of,"B-Developer of StataCorp, B-Application of STATA",507.0
Release_of,"B-Release of 2009, B-Application of STATA",507.0
no_relation,"O of O, O of O",508.0
Citation_of,"B-Citation of [49,50], B-Application of Prediction of Activity Spectra for Substances",509.0
Abbreviation_of,"B-Abbreviation of PASS, B-Application of Prediction of Activity Spectra for Substances",509.0
Version_of,"B-Version of 7.3, B-Application of Mplus",510.0
Developer_of,"B-Developer of IBM, B-Application of SPSS",510.0
Version_of,"B-Version of 22, B-Application of SPSS",510.0
Version_of,"B-Version of 8, B-Application of SPM",511.0
Specification_of,"B-Application of SPM, B-Application of statistical parametric mapping",511.0
URL_of,"B-URL of http://www.fil.ion.ucl.ac.uk/spm, B-Application of SPM",511.0
Developer_of,"B-Developer of Wellcome Trust Center for Imaging, B-Application of SPM",511.0
Version_of,"B-Version of 9.2, B-Application of SAS",512.0
Version_of,"B-Version of 12, B-Application of STATA",512.0
Version_of,"B-Version of 2.13, B-PlugIn of PROCESS",513.0
PlugIn_of,"B-PlugIn of PROCESS, B-Application of SPSS",513.0
Citation_of,"B-Citation of [51], B-PlugIn of PROCESS",513.0
Citation_of,"B-Citation of [17], B-Application of FSL",514.0
Citation_of,"B-Citation of [18], B-Application of AFNI",514.0
Citation_of,"B-Citation of [34], B-Application of SAS",515.0
Version_of,"B-Version of 9.2, B-Application of SAS",515.0
Abbreviation_of,"B-Abbreviation of SAS, B-Application of Statistical Analysis Systems",516.0
Version_of,"B-Version of 9.2, B-Application of Statistical Analysis Systems",516.0
Version_of,"B-Version of 1.0.4.45beta, B-Application of DIYABC",517.0
Citation_of,"B-Citation of [66], B-Application of DIYABC",517.0
Version_of,"B-Version of 3.5, B-Application of SigmaStat",518.0
Version_of,"B-Version of 11.5, B-Application of SPSS",518.0
Citation_of,"B-Citation of [31], B-PlugIn of tract - based spatial statistics",519.0
Abbreviation_of,"B-Abbreviation of TBSS, B-PlugIn of tract - based spatial statistics",519.0
URL_of,"B-URL of http://lpg.nci.nih.gov, B-Application of SNPdetector",520.0
Version_of,"B-Version of 9.3, B-Application of SAS",521.0
Developer_of,"B-Developer of SAS Institute, B-Application of SAS",521.0
Citation_of,"B-Citation of [73], B-ProgrammingEnvironment of Python R",522.0
Abbreviation_of,"B-Abbreviation of READ, B-Application of Relationship Estimation from Ancient DNA",522.0
Citation_of,"B-Citation of [74], B-ProgrammingEnvironment of GNU R",522.0
Version_of,"B-Version of 2.7, B-ProgrammingEnvironment of Python R",522.0
Citation_of,"B-Citation of [32], B-PlugIn of PROCESS",523.0
PlugIn_of,"B-PlugIn of PROCESS, B-Application of SPSS",523.0
Version_of,"B-Version of 2.31 ., B-Application of MLwiN",524.0
Developer_of,"B-Developer of Centre for Multilevel Modelling, B-Application of MLwiN",524.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",525.0
Version_of,"B-Version of 17.0, B-Application of SPSS Statistics",525.0
Version_of,"B-Version of 19, B-Application of SPSS Statistics",525.0
PlugIn_of,"B-PlugIn of Tensor Toolbox, B-ProgrammingEnvironment of Matlab",526.0
Citation_of,"B-Citation of [18], B-PlugIn of Tensor Toolbox",526.0
Version_of,"B-Version of 11, B-Application of STATA",527.0
Citation_of,"B-Citation of [28], B-Application of STATA",527.0
Citation_of,"B-Citation of [33], B-Application of SPSS",528.0
Version_of,"B-Version of 20, B-Application of SPSS",528.0
no_relation,"O of O, O of O",529.0
Developer_of,"B-Developer of Stata Corp . Inc ., B-Application of Stata",530.0
Version_of,"B-Version of 12, B-Application of Stata",530.0
URL_of,"B-URL of https://sites.google.com/site/scimemilab2013/software, B-Application of M - Track",531.0
URL_of,"B-URL of https://github.com/scimemia/M-Track, B-Application of M - Track",531.0
Version_of,"B-Version of 1.6, B-Application of FlexArray",532.0
Developer_of,"B-Developer of Genome Quebec, B-Application of FlexArray",532.0
Version_of,"B-Version of 8.02 ., B-Application of Sigma plot",533.0
Version_of,"B-Version of 15 ., B-Application of SPSS plot",533.0
Developer_of,"B-Developer of IBM Software Inc ., B-Application of SPSS plot",533.0
Developer_of,"B-Developer of Systat Software Inc ., B-Application of Sigma plot",533.0
Version_of,"B-Version of 1.4.1, B-Application of Tracer",534.0
Citation_of,"B-Citation of [59], B-Application of Tracer",534.0
Version_of,"B-Version of 3.0, B-Application of Image lab",535.0
Developer_of,"B-Developer of Bio - Rad, B-Application of Image lab",535.0
License_of,"B-License of BSD license, B-SoftwareCoreference of software",536.0
URL_of,"B-URL of https://github.com/krm15/ACME, B-SoftwareCoreference of software",536.0
Version_of,"B-Version of 18.0, B-Application of PASW",537.0
Developer_of,"B-Developer of SPSS Statistics Inc ., B-Application of PASW",537.0
Developer_of,"B-Developer of Stata Corporation, B-Application of Stata",538.0
Version_of,"B-Version of 12, B-Application of Stata",538.0
Version_of,"B-Version of 3, B-Application of PathVisio",539.0
URL_of,"B-URL of http://www.pathvisio.org, B-Application of application.PathVisio",539.0
Version_of,"B-Version of 3, B-Application of PathVisio",539.0
Developer_of,"B-Developer of IBM, B-Application of Statistical Package for the Social Sciences",540.0
Version_of,"B-Version of 18, B-Application of Statistical Package for the Social Sciences",540.0
Abbreviation_of,"B-Abbreviation of SPSS, B-Application of Statistical Package for the Social Sciences",540.0
Developer_of,"B-Developer of SAS Institute, B-Application of SAS",541.0
Version_of,"B-Version of 9.4, B-Application of SAS",541.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",542.0
Citation_of,"B-Citation of [64], B-Application of SPSS Statistics",542.0
Version_of,"B-Version of 22.0, B-Application of SPSS Statistics",542.0
URL_of,"B-URL of http://compbio.clemson.edu/delphi.php, B-Application of DelPhi",543.0
Citation_of,"B-Citation of [40], B-Application of SPM",544.0
URL_of,"B-URL of www.fil.ion.ucl.ac.uk/spm, B-Application of SPM",544.0
Developer_of,"B-Developer of Wellcome Department of Imaging Neuroscience, B-Application of SPM",544.0
Version_of,"B-Version of 8, B-Application of SPM",544.0
Abbreviation_of,"B-Abbreviation of SPSS, B-Application of Statistical Package for Social Sciences",545.0
Version_of,"B-Version of 11.0, B-Application of Statistical Package for Social Sciences",545.0
Version_of,"B-Version of 22, B-Application of SPSS Statistics",546.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",546.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",546.0
no_relation,"O of O, O of O",547.0
Version_of,"B-Version of 6.04, B-Application of Epi Info",548.0
Developer_of,"B-Developer of CDC Corp ., B-Application of Epi Info",548.0
Version_of,"B-Version of 9.0, B-Application of STATA",548.0
Developer_of,"B-Developer of Stata Corp ., B-Application of STATA",548.0
Version_of,"B-Version of 2.0, B-License of Apache License",549.0
License_of,"B-License of Apache License, B-Application of OpenSim",549.0
Release_of,"B-Release of 2007, B-Application of NCSS",550.0
Version_of,"B-Version of 07.1.15, B-Application of NCSS",550.0
no_relation,"O of O, O of O",551.0
Developer_of,"B-Developer of IBM Corp ., B-Application of SPSS",552.0
Version_of,"B-Version of 21.0, B-Application of SPSS",552.0
Extension_of,"B-Extension of Pro, B-Application of OriginLab",553.0
Developer_of,"B-Developer of OriginLab Corp ., B-Application of OriginLab",553.0
Version_of,"B-Version of 8, B-Application of OriginLab",553.0
Citation_of,"B-Citation of [32], B-PlugIn of ROCR",554.0
Version_of,"B-Version of 15.0, B-Application of SPSS",555.0
no_relation,"O of O, O of O",556.0
URL_of,"B-URL of https://github.com/UcarLab/QuIN/, B-Application of QuIN",557.0
License_of,"B-License of GPLV, B-Application of QuIN",557.0
Version_of,"B-Version of 3, B-License of GPLV",557.0
Developer_of,"B-Developer of Apache, B-Application of Tomcat",557.0
URL_of,"B-URL of http://quin.jax.org, B-Application of QuIN",557.0
Version_of,"B-Version of 2, B-Application of TopHat",558.0
Citation_of,"B-Citation of [11], B-Application of TopHat",558.0
Developer_of,"B-Developer of GraphPad, B-Application of Prism",559.0
Version_of,"B-Version of 5, B-Application of Prism",559.0
Version_of,"B-Version of 17.0, B-Application of SPSS",560.0
Developer_of,"B-Developer of SPSS Inc ., B-Application of SPSS",560.0
Version_of,"B-Version of 22.0, B-Application of SPSS",561.0
Developer_of,"B-Developer of IBM Co ., B-Application of SPSS",561.0
Developer_of,"B-Developer of The EpiData Association, B-Application of EpiData",562.0
